transect_id,year,position,type
0,1994,0.0477818263024291,historical
0,2004,0.0477818263024291,historical
0,2014,0.0477818263024291,historical
0,2024,0.0477818263024291,historical
1,1994,1.0568497378655808,historical
1,2004,1.0568497378655808,historical
1,2014,1.0568497378655808,historical
1,2024,1.0568497378655808,historical
2,1994,0.0,historical
2,2004,0.0,historical
2,2014,0.0,historical
2,2024,0.0,historical
3,1994,0.0489635154108433,historical
3,2004,0.0489635154108433,historical
3,2014,0.0489635154108433,historical
3,2024,0.0489635154108433,historical
4,1994,0.0942374107092062,historical
4,2004,0.0942374107092062,historical
4,2014,0.0942374107092062,historical
4,2024,0.0942374107092062,historical
5,1994,0.3618944868353199,historical
5,2004,0.3618944868353199,historical
5,2014,0.3618944868353199,historical
5,2024,0.3618944868353199,historical
6,1994,0.3464405489533745,historical
6,2004,0.3464405489533745,historical
6,2014,0.3464405489533745,historical
6,2024,0.3464405489533745,historical
7,1994,29.822469805383854,historical
7,2004,29.822469805383854,historical
7,2014,29.822469805383854,historical
7,2024,29.822469805383854,historical
8,1994,22.047844585188653,historical
8,2004,22.047844585188653,historical
8,2014,22.047844585188653,historical
8,2024,22.047844585188653,historical
9,1994,1.0536868443300451,historical
9,2004,1.0536868443300451,historical
9,2014,1.0536868443300451,historical
9,2024,1.0536868443300451,historical
10,1994,28.63806261739047,historical
10,2004,28.63806261739047,historical
10,2014,28.63806261739047,historical
10,2024,28.63806261739047,historical
11,1994,49.04807028025981,historical
11,2004,49.04807028025981,historical
11,2014,49.04807028025981,historical
11,2024,49.04807028025981,historical
12,1994,0.1193450543353522,historical
12,2004,0.1193450543353522,historical
12,2014,0.1193450543353522,historical
12,2024,0.1193450543353522,historical
13,1994,0.2194359465098499,historical
13,2004,0.2194359465098499,historical
13,2014,0.2194359465098499,historical
13,2024,0.2194359465098499,historical
14,1994,0.7038455486977039,historical
14,2004,0.7038455486977039,historical
14,2014,0.7038455486977039,historical
14,2024,0.7038455486977039,historical
15,1994,0.373348885818715,historical
15,2004,0.373348885818715,historical
15,2014,0.373348885818715,historical
15,2024,0.373348885818715,historical
16,1994,103.45977130679032,historical
16,2004,103.45977130679032,historical
16,2014,103.45977130679032,historical
16,2024,103.45977130679032,historical
17,1994,119.34915381524756,historical
17,2004,119.34915381524756,historical
17,2014,119.34915381524756,historical
17,2024,119.34915381524756,historical
18,1994,112.28978632884454,historical
18,2004,112.28978632884454,historical
18,2014,112.28978632884454,historical
18,2024,112.28978632884454,historical
19,1994,0.4420049364059679,historical
19,2004,0.4420049364059679,historical
19,2014,0.4420049364059679,historical
19,2024,0.4420049364059679,historical
20,1994,50.2405320056933,historical
20,2004,50.2405320056933,historical
20,2014,50.2405320056933,historical
20,2024,50.2405320056933,historical
21,1994,21.828823402938163,historical
21,2004,21.828823402938163,historical
21,2014,21.828823402938163,historical
21,2024,21.828823402938163,historical
22,1994,62.40263408776588,historical
22,2004,62.40263408776588,historical
22,2014,62.40263408776588,historical
22,2024,62.40263408776588,historical
23,1994,55.0661731196526,historical
23,2004,55.0661731196526,historical
23,2014,55.0661731196526,historical
23,2024,55.0661731196526,historical
24,1994,46.25799668325588,historical
24,2004,46.25799668325588,historical
24,2014,46.25799668325588,historical
24,2024,46.25799668325588,historical
25,1994,80.55519503381291,historical
25,2004,80.55519503381291,historical
25,2014,80.55519503381291,historical
25,2024,80.55519503381291,historical
26,1994,0.0922218812313413,historical
26,2004,0.0922218812313413,historical
26,2014,0.0922218812313413,historical
26,2024,0.0922218812313413,historical
27,1994,44.3852635824427,historical
27,2004,44.3852635824427,historical
27,2014,44.3852635824427,historical
27,2024,44.3852635824427,historical
28,1994,64.330029813648,historical
28,2004,64.330029813648,historical
28,2014,64.330029813648,historical
28,2024,64.330029813648,historical
29,1994,53.21311335979191,historical
29,2004,53.21311335979191,historical
29,2014,53.21311335979191,historical
29,2024,53.21311335979191,historical
30,1994,0.6293007395310586,historical
30,2004,0.6293007395310586,historical
30,2014,0.6293007395310586,historical
30,2024,0.6293007395310586,historical
31,1994,1.3056352124880308,historical
31,2004,1.3056352124880308,historical
31,2014,1.3056352124880308,historical
31,2024,1.3056352124880308,historical
32,1994,97.26143967241885,historical
32,2004,97.26143967241885,historical
32,2014,97.26143967241885,historical
32,2024,97.26143967241885,historical
33,1994,94.21902914074164,historical
33,2004,94.21902914074164,historical
33,2014,94.21902914074164,historical
33,2024,94.21902914074164,historical
34,1994,91.38548118858805,historical
34,2004,91.38548118858805,historical
34,2014,91.38548118858805,historical
34,2024,91.38548118858805,historical
35,1994,0.5459017487051417,historical
35,2004,0.5459017487051417,historical
35,2014,0.5459017487051417,historical
35,2024,0.5459017487051417,historical
36,1994,9.076230838770387,historical
36,2004,9.076230838770387,historical
36,2014,9.076230838770387,historical
36,2024,9.076230838770387,historical
37,1994,124.76067194043983,historical
37,2004,124.76067194043983,historical
37,2014,124.76067194043983,historical
37,2024,124.76067194043983,historical
38,1994,126.98947983863728,historical
38,2004,126.98947983863728,historical
38,2014,126.98947983863728,historical
38,2024,126.98947983863728,historical
39,1994,70.198797910198,historical
39,2004,70.198797910198,historical
39,2014,70.198797910198,historical
39,2024,70.198797910198,historical
40,1994,96.96953621236688,historical
40,2004,96.96953621236688,historical
40,2014,96.96953621236688,historical
40,2024,96.96953621236688,historical
41,1994,111.19468672421269,historical
41,2004,111.19468672421269,historical
41,2014,111.19468672421269,historical
41,2024,111.19468672421269,historical
42,1994,0.0619440644316542,historical
42,2004,0.0619440644316542,historical
42,2014,0.0619440644316542,historical
42,2024,0.0619440644316542,historical
43,1994,0.1634608837350122,historical
43,2004,0.1634608837350122,historical
43,2014,0.1634608837350122,historical
43,2024,0.1634608837350122,historical
44,1994,0.7710578202426798,historical
44,2004,0.7710578202426798,historical
44,2014,0.7710578202426798,historical
44,2024,0.7710578202426798,historical
45,1994,0.5488589788228996,historical
45,2004,0.5488589788228996,historical
45,2014,0.5488589788228996,historical
45,2024,0.5488589788228996,historical
46,1994,0.9632747910729296,historical
46,2004,0.9632747910729296,historical
46,2014,0.9632747910729296,historical
46,2024,0.9632747910729296,historical
47,1994,0.6001259006976056,historical
47,2004,0.6001259006976056,historical
47,2014,0.6001259006976056,historical
47,2024,0.6001259006976056,historical
48,1994,63.44788560099132,historical
48,2004,63.44788560099132,historical
48,2014,63.44788560099132,historical
48,2024,63.44788560099132,historical
49,1994,109.35796204682832,historical
49,2004,109.35796204682832,historical
49,2014,109.35796204682832,historical
49,2024,109.35796204682832,historical
50,1994,100.95867381771951,historical
50,2004,100.95867381771951,historical
50,2014,100.95867381771951,historical
50,2024,100.95867381771951,historical
51,1994,106.54784813925583,historical
51,2004,106.54784813925583,historical
51,2014,106.54784813925583,historical
51,2024,106.54784813925583,historical
52,1994,0.2939687064231183,historical
52,2004,0.2939687064231183,historical
52,2014,0.2939687064231183,historical
52,2024,0.2939687064231183,historical
53,1994,0.1374562162408085,historical
53,2004,0.1374562162408085,historical
53,2014,0.1374562162408085,historical
53,2024,0.1374562162408085,historical
54,1994,37.39155963316355,historical
54,2004,37.39155963316355,historical
54,2014,37.39155963316355,historical
54,2024,37.39155963316355,historical
55,1994,0.4728315161169823,historical
55,2004,0.4728315161169823,historical
55,2014,0.4728315161169823,historical
55,2024,0.4728315161169823,historical
56,1994,55.44663414591137,historical
56,2004,55.44663414591137,historical
56,2014,55.44663414591137,historical
56,2024,55.44663414591137,historical
57,1994,105.19956965641668,historical
57,2004,105.19956965641668,historical
57,2014,105.19956965641668,historical
57,2024,105.19956965641668,historical
58,1994,95.97835899198392,historical
58,2004,95.97835899198392,historical
58,2014,95.97835899198392,historical
58,2024,95.97835899198392,historical
59,1994,121.54658740724386,historical
59,2004,121.54658740724386,historical
59,2014,121.54658740724386,historical
59,2024,121.54658740724386,historical
60,1994,119.98440187441504,historical
60,2004,119.98440187441504,historical
60,2014,119.98440187441504,historical
60,2024,119.98440187441504,historical
61,1994,123.9839198442602,historical
61,2004,123.9839198442602,historical
61,2014,123.9839198442602,historical
61,2024,123.9839198442602,historical
0,2034,47.64299774169922,forecast
1,2034,94.5045394897461,forecast
2,2034,45.42399215698242,forecast
3,2034,47.6978759765625,forecast
4,2034,49.8004150390625,forecast
5,2034,62.23052215576172,forecast
6,2034,61.51283264160156,forecast
7,2034,1430.3919677734375,forecast
8,2034,1069.3350830078125,forecast
9,2034,94.35765075683594,forecast
10,2034,1375.3876953125,forecast
11,2034,2323.237060546875,forecast
12,2034,50.966426849365234,forecast
13,2034,55.614688873291016,forecast
14,2034,78.11087799072266,forecast
15,2034,62.76247024536133,forecast
16,2034,4850.13916015625,forecast
17,2034,5588.04833984375,forecast
18,2034,5260.208984375,forecast
19,2034,65.95088958740234,forecast
20,2034,2378.615478515625,forecast
21,2034,1059.1636962890625,forecast
22,2034,2943.4287109375,forecast
23,2034,2602.720458984375,forecast
24,2034,2193.664794921875,forecast
25,2034,3786.44140625,forecast
26,2034,49.70681381225586,forecast
27,2034,2106.694580078125,forecast
28,2034,3032.937744140625,forecast
29,2034,2516.663330078125,forecast
30,2034,74.64898681640625,forecast
31,2034,106.05824279785156,forecast
32,2034,4562.2861328125,forecast
33,2034,4420.9951171875,forecast
34,2034,4289.404296875,forecast
35,2034,70.7759017944336,forecast
36,2034,466.927978515625,forecast
37,2034,5839.36181640625,forecast
38,2034,5942.8681640625,forecast
39,2034,3305.48583984375,forecast
40,2034,4548.72998046875,forecast
41,2034,5209.35205078125,forecast
42,2034,48.30070114135742,forecast
43,2034,53.01518249511719,forecast
44,2034,81.23223876953125,forecast
45,2034,70.91323852539062,forecast
46,2034,90.15887451171875,forecast
47,2034,73.2940902709961,forecast
48,2034,2991.970458984375,forecast
49,2034,5124.0537109375,forecast
50,2034,4733.9873046875,forecast
51,2034,4993.55078125,forecast
52,2034,59.076019287109375,forecast
53,2034,51.807518005371094,forecast
54,2034,1781.9036865234375,forecast
55,2034,67.38248443603516,forecast
56,2034,2620.388916015625,forecast
57,2034,4930.93603515625,forecast
58,2034,4502.69873046875,forecast
59,2034,5690.09814453125,forecast
60,2034,5617.5498046875,forecast
61,2034,5803.2890625,forecast
0,2044,47.64299774169922,forecast
1,2044,94.5045394897461,forecast
2,2044,45.42399215698242,forecast
3,2044,47.6978759765625,forecast
4,2044,49.8004150390625,forecast
5,2044,62.23052215576172,forecast
6,2044,61.51283264160156,forecast
7,2044,1430.3919677734375,forecast
8,2044,1069.3350830078125,forecast
9,2044,94.35765075683594,forecast
10,2044,1375.3876953125,forecast
11,2044,2323.237060546875,forecast
12,2044,50.966426849365234,forecast
13,2044,55.614688873291016,forecast
14,2044,78.11087799072266,forecast
15,2044,62.76247024536133,forecast
16,2044,4850.13916015625,forecast
17,2044,5588.04833984375,forecast
18,2044,5260.208984375,forecast
19,2044,65.95088958740234,forecast
20,2044,2378.615478515625,forecast
21,2044,1059.1636962890625,forecast
22,2044,2943.4287109375,forecast
23,2044,2602.720458984375,forecast
24,2044,2193.664794921875,forecast
25,2044,3786.44140625,forecast
26,2044,49.70681381225586,forecast
27,2044,2106.694580078125,forecast
28,2044,3032.937744140625,forecast
29,2044,2516.663330078125,forecast
30,2044,74.64898681640625,forecast
31,2044,106.05824279785156,forecast
32,2044,4562.2861328125,forecast
33,2044,4420.9951171875,forecast
34,2044,4289.404296875,forecast
35,2044,70.7759017944336,forecast
36,2044,466.927978515625,forecast
37,2044,5839.36181640625,forecast
38,2044,5942.8681640625,forecast
39,2044,3305.48583984375,forecast
40,2044,4548.72998046875,forecast
41,2044,5209.35205078125,forecast
42,2044,48.30070114135742,forecast
43,2044,53.01518249511719,forecast
44,2044,81.23223876953125,forecast
45,2044,70.91323852539062,forecast
46,2044,90.15887451171875,forecast
47,2044,73.2940902709961,forecast
48,2044,2991.970458984375,forecast
49,2044,5124.0537109375,forecast
50,2044,4733.9873046875,forecast
51,2044,4993.55078125,forecast
52,2044,59.076019287109375,forecast
53,2044,51.807518005371094,forecast
54,2044,1781.9036865234375,forecast
55,2044,67.38248443603516,forecast
56,2044,2620.388916015625,forecast
57,2044,4930.93603515625,forecast
58,2044,4502.69873046875,forecast
59,2044,5690.09814453125,forecast
60,2044,5617.5498046875,forecast
61,2044,5803.2890625,forecast
